term_str,fear_structural,fear_conflict,fear_affective,fear_breakdown
such#5,0,0,0,0
sucker,0,0,1,0
sudan,0,0,0,0
sudden#1,0,0,0,0
sudden#2,0,0,1,0
suffer#1,0,0,1,1
suffer#2,0,0,0,0
suffer#3,0,0,1,1
sufferer,0,0,1,0
suffice,0,1,0,0
sufficient,0,1,0,0
suffocate,0,0,1,0
suffrage,2,0,0,0
sugar,0,0,0,0
suggest#1,0,0,0,0
suggest#2,0,0,0,0
suggestion,0,0,0,0
suggestive,0,0,0,0
suicidal,0,0,0,0
suicide,0,0,0,0
suit#1,0,0,0,0
suit#2,1,0,0,0
suit#3,0,0,0,0
suit#4,0,0,0,0
suitable,0,0,0,0
suitcase,0,0,0,0
suite,0,0,0,0
sullen,0,0,1,1
sultan,1,0,0,0
sum#1,0,0,0,0
sum#2,0,0,0,0
summarize,0,0,0,0
summary,0,0,0,0
summer,0,0,0,0
summit,0,0,0,0
summon#1,2,1,0,0
summon#2,2,1,0,0
sumptuous,0,0,0,0
sun,0,0,0,0
sunburn,0,0,0,0
sunday,0,0,0,0
sunder,0,1,1,0
sundown,0,0,0,0
sung,0,0,0,0
sunk,0,0,0,0
sunken,0,0,0,0
sunlight,0,0,0,0
sunshine,0,0,0,0
super,0,0,0,0
superficial,0,0,1,0
superficiality,0,0,1,0
superfluous,0,0,1,0
superintendent,2,1,0,0
superior,2,1,0,0
superiority,2,1,0,0
superlative,0,0,0,0
supernatural,0,0,0,0
superstition,0,0,1,0
superstitious,0,0,1,0
supervise,1,0,0,0
supervision,1,0,0,0
supper,0,0,0,0
supplement#1,0,0,0,0
supplement#2,0,1,0,0
supplementary,0,0,0,0
supplier,0,1,0,0
supply#1,0,1,0,0
supply#2,1,1,0,0
support#1,2,1,0,0
support#2,2,1,0,0
support#3,1,1,0,0
support#4,2,0,0,0
supporter,1,0,0,0
supportive,0,0,0,0
suppose#1,0,0,0,0
suppose#2,1,0,0,0
suppose#3,0,0,0,0
suppose#4,0,0,0,0
suppress,1,2,1,0
suppression,2,2,1,0
supra,0,0,0,0
supranational,1,0,0,0
supremacy,2,1,0,0
supreme#1,2,1,0,0
supreme#2,2,1,0,0
supreme#3,1,1,0,0
sure#1,0,1,0,0
sure#2,0,0,0,0
sure#3,0,0,0,0
sure#4,0,0,0,0
sure#5,0,0,0,0
sure#6,0,1,0,0
surface#1,0,0,0,0
surface#2,0,0,0,0
surge,0,0,0,0
surgeon,0,0,0,0
surinam,0,0,0,0
surmise,0,0,0,0
surmount,1,0,0,0
surpass,1,0,0,0
surplus,0,1,0,0
surprise#1,0,0,0,0
surprise#2,0,0,0,0
surprise#3,0,0,0,0
surprise#4,0,0,0,0
surprise#5,0,0,0,0
surrender#1,1,0,0,0
surrender#2,1,0,0,0
surround#1,0,1,0,0
surround#2,0,0,0,0
surround#3,0,0,0,0
surround#4,0,0,0,0
surveillance,1,1,0,0
survey#1,0,0,0,0
survey#2,0,0,0,0
survival,0,1,0,0
survive,0,1,0,0
survivor,1,0,0,0
susceptible,0,0,1,0
suspect#1,1,1,1,0
suspect#2,0,1,1,0
suspend,0,0,1,0
suspense,0,0,0,0
suspension,0,0,1,0
suspicion,0,1,1,0
suspicious,0,1,1,0
sustain,0,1,0,0
swallow,0,0,0,0
swam,0,0,0,0
swamp,0,0,0,0
sway,0,0,0,0
swear,0,1,1,0
sweat#1,0,0,0,0
sweat#2,0,0,0,0
sweden,0,0,0,0
sweep#1,0,0,0,0
sweep#2,0,0,0,0
sweet#1,0,0,0,0
sweet#2,0,0,0,0
sweet#3,0,0,0,0
sweet#4,0,0,0,0
sweet#5,0,0,0,0
sweeten,0,0,0,0
sweetheart,0,0,0,0
sweetness,0,0,0,0
swept,0,0,0,0
swift,0,1,0,0
swiftness,0,0,0,0
swim#1,0,0,0,0
swim#2,0,0,0,0
swim#3,0,0,0,0
swimmer,0,0,0,0
swing#1,0,0,0,0
swing#2,0,0,0,0
swing#3,0,0,0,0
swiss,0,0,0,0
switch#1,0,0,0,0
switch#2,0,0,0,0
switzerland,0,0,0,0
swollen,0,0,0,0
swoon,0,0,0,0
sword,2,2,0,0
swore,0,1,1,0
sworn,2,0,0,0
swung,0,0,0,0
symbol,0,0,0,0
symbolism,0,0,0,0
symbolize,0,0,0,0
symmetry,0,0,0,0
sympathetic,0,0,0,0
sympathise#1,0,0,0,0
sympathize,0,0,0,0
sympathy,0,0,0,0
symphonic,0,0,0,0
symphony,0,0,0,0
symptom,0,0,1,0
syndicate,0,0,0,0
synthesis,0,0,0,0
synthetic,0,0,0,0
syria,0,0,0,0
syrup,0,0,0,0
system,1,0,0,0
systematic,0,1,0,0
systematically,0,1,0,0
table#1,0,0,0,0
table#2,0,0,0,0
table#3,0,0,0,0
taboo,0,1,1,0
tact,0,0,0,0
tactic,0,0,0,0
tactical,0,0,0,0
tactics,0,0,0,0
tail#1,0,0,0,0
tail#2,0,0,0,0
tailor#1,0,0,0,0
tailor#2,0,0,0,0
taint,0,1,1,0
taiwan,0,0,0,0
take#1,0,0,0,0
take#2,0,0,0,0
take#3,0,1,0,0
take#4,0,0,0,0
take#5,0,1,0,0
take#6,1,1,0,0
take#7,1,1,0,0
take#8,1,1,0,0
take#9,0,0,0,0
take#_10,0,0,0,0
take#_11,0,0,0,0
take#_12,0,0,0,0
take#_13,0,0,0,0
taken#1,0,0,0,0
tale,0,0,0,0
talent,0,1,0,0
talented,0,1,0,0
talk#1,0,0,0,0
talk#2,0,0,0,0
talk#3,0,0,0,0
talk#4,0,0,0,0
talker,0,0,0,0
tall,0,1,0,0
tamper,0,1,1,0
tanganyika,0,0,0,0
tangible,0,0,0,0
tangle,0,0,0,0
tank,0,0,0,0
tantamount,0,0,0,0
tantrum,0,1,1,0
tap#1,0,0,0,0
tap#2,0,0,0,0
tardy,0,0,1,1
target,1,0,0,0
tariff,0,0,1,0
task,0,0,0,0
taste#1,0,0,0,0
taste#2,0,0,0,0
taste#3,0,0,0,0
taste#4,0,0,0,0
tatter,0,0,1,0
taught,1,0,0,0
taunt#1,2,1,1,0
taunt#2,2,1,1,0
taut,0,1,0,0
tax#1,0,0,0,0
tax#2,0,1,1,0
tax#3,0,0,0,0
tax#4,0,0,0,0
taxable,0,0,0,0
taxation,0,0,0,0
taxi,0,0,0,0
taxpayer,0,0,0,0
tea,0,0,0,0
teach#1,1,0,0,0
teach#2,0,0,0,0
teach#3,0,0,0,0
teacher,1,0,0,0
team,1,0,0,0
teamster,0,0,0,0
tear#1,0,1,1,0
tear#2,0,0,0,0
tear#3,0,0,1,0
tease,0,1,1,0
technical,0,0,0,0
technician,0,0,0,0
technique,0,0,0,0
technological,0,0,0,0
technology,0,0,0,0
tedious,0,0,2,0
teenage,0,0,0,0
teenager,0,0,0,0
teeth,0,0,0,0
telegram,0,0,0,0
telegraph#1,0,0,0,0
telegraph#2,0,0,0,0
television,0,0,0,0
tell#1,0,0,0,0
tell#2,0,0,0,0
tell#3,0,0,0,0
teller,0,0,0,0
telling,0,0,0,0
temerity,0,0,0,0
temper#1,0,1,1,0
temper#2,0,0,1,0
temperance,0,0,0,0
temperate,0,0,0,0
temperature,0,0,0,0
tempest,0,1,1,0
temple,0,0,0,0
temporarily,0,0,1,0
temporary,0,0,0,0
tempt,0,0,0,0
temptation,0,0,1,0
ten,0,0,0,0
tenacious,0,1,0,0
tenacity,0,1,0,0
tenant,0,0,0,0
tend#1,0,0,0,0
tend#2,1,1,0,0
tendency,0,0,0,0
tender,0,0,0,0
tenderness,0,0,0,0
tennessee,0,0,0,0
tennis,0,0,0,0
tense,0,1,1,1
tension,0,0,1,1
tent,0,0,0,0
tentative,0,0,0,0
tenth#1,0,0,0,0
term#1,0,0,0,0
term#2,0,0,0,0
term#3,1,0,0,0
term#4,0,0,0,0
term#5,0,0,0,0
term#6,0,0,0,0
terminate,0,1,0,0
termination,0,0,0,0
terrible,0,0,2,0
terrific,0,0,0,0
terrify,0,0,1,1
territorial,1,1,0,0
territory,1,0,0,0
terror,0,0,1,1
terrorism,0,1,1,0
terrorize,0,1,1,0
test#1,1,0,0,0
test#2,1,0,0,0
test#3,0,0,0,0
testament,0,0,0,0
testify,0,0,0,0
testimony,0,0,0,0
texas,0,0,0,0
text,0,0,0,0
textile,0,0,0,0
texture,0,0,0,0
thailand,0,0,0,0
than,0,0,0,0
thank#1,0,0,0,0
thank#2,0,0,0,0
thank#3,0,0,0,0
thank#4,0,0,0,0
thankful,0,0,0,0
that#1,0,0,0,0
that#2,0,0,0,0
that#3,0,0,0,0
that#4,0,0,0,0
the,0,0,0,0
theater,0,0,0,0
theatre,0,0,0,0
thee,0,0,0,0
theft,0,1,1,0
their,0,0,0,0
theirs,0,0,0,0
them,0,0,0,0
theme,0,0,0,0
themselves#1,0,0,0,0
then,0,0,0,0
thence,0,0,0,0
theological,0,0,0,0
theology,0,0,0,0
theoretical,0,0,0,0
theory,0,0,0,0
therapeutic,0,0,0,0
therapist,0,0,0,0
therapy,0,0,0,0
there#1,0,0,0,0
there#2,0,0,0,0
thereafter,0,0,0,0
thereby,0,0,0,0
therefore,0,0,0,0
therefrom,0,0,0,0
therein,0,0,0,0
thereof,0,0,0,0
thereon,0,0,0,0
thereto,0,0,0,0
thereupon,0,0,0,0
thermomuclear,0,0,0,0
these#1,0,0,0,0
these#2,0,0,0,0
they,0,0,0,0
thick,0,1,0,0
thicken,0,1,0,0
thickness,0,0,0,0
thief,0,1,1,0
thieves,0,0,0,0
thin,0,0,0,0
thing,0,0,0,0
think#1,0,0,0,0
think#2,0,0,0,0
think#3,0,0,0,0
think#4,0,0,0,0
thinker,0,0,0,0
third#1,0,0,0,0
third#2,0,0,0,0
third#3,0,0,0,0
thirst,0,0,1,0
thirsty,0,0,1,0
thirteen,0,0,0,0
thirteenth#1,0,0,0,0
thirty,0,0,0,0
this#1,0,0,0,0
this#2,0,0,0,0
thorn,0,0,1,0
thorny,0,1,1,0
thorough,0,1,0,0
those#1,0,0,0,0
those#2,0,0,0,0
thou,0,0,0,0
though#1,0,0,0,0
though#2,0,0,0,0
though#3,0,0,0,0
thought#1,0,0,0,0
thoughtful,0,0,0,0
thoughtfulness,0,0,0,0
thoughtless,0,0,1,2
thousand#1,0,0,0,0
thousand#2,0,0,0,0
thousandth#1,0,0,0,0
thrash,0,1,1,0
threat,0,2,1,0
threaten,1,2,1,0
three,0,0,0,0
three-dimensional,0,0,0,0
threshold,0,0,0,0
threw#1,0,0,0,0
thrift,0,0,0,0
thrifty,0,0,0,0
thrill,0,1,0,0
thrive,0,1,0,0
thriving,0,0,0,0
throat,0,0,0,0
throne,0,0,0,0
through#1,0,0,0,0
through#2,0,0,0,0
through#3,0,0,0,0
through#4,0,0,0,0
through#5,0,0,0,0
throughout,0,0,0,0
throw#1,0,1,0,0
throw#2,0,0,1,1
throw#3,0,0,1,0
throw#4,0,0,0,0
throw#5,1,1,0,0
throw#6,0,0,0,0
thrown#1,0,0,0,0
thrust#1,0,1,0,0
thrust#2,0,1,0,0
thud,0,0,1,0
thumb,0,0,0,0
thunder,0,1,0,0
thursday,0,0,0,0
thus,0,0,0,0
thwart,2,2,1,0
thy,0,0,0,0
thyroid,0,0,0,0
ticket,0,0,0,0
tide,0,0,0,0
tie#1,0,0,0,0
tie#2,0,0,0,0
tie#3,0,0,0,0
tie#4,0,0,0,0
tiger,0,0,0,0
tight,0,0,0,0
till#1,0,0,0,0
till#2,0,0,0,0
till#3,0,1,0,0
timber,0,0,0,0
time#1,0,0,0,0
time#2,0,0,0,0
time#3,0,0,0,0
time#4,0,0,0,0
time#5,0,0,0,0
time#6,0,0,0,0
time#7,0,1,0,0
time#8,0,0,0,0
time#9,0,0,0,0
time#_10,0,0,0,0
time#_11,0,0,0,0
time#_12,0,0,0,0
time#_13,0,0,0,0
time#_14,0,0,0,0
time#_15,0,0,0,0
time#_16,0,0,0,0
time#_17,0,0,0,0
time#_18,0,0,0,0
timer,0,0,0,0
timid,0,0,0,0
timidity,0,0,1,0
tin,0,0,0,0
tingle#1,0,0,0,0
tingle#2,0,0,0,0
tiny,0,0,0,0
tire#1,0,0,0,0
tire#2,0,0,1,1
tire#3,0,1,2,1
tire#4,0,0,1,1
tired#1,0,0,1,1
tired#2,0,1,2,1
tired#3,0,0,1,1
tired#4,0,1,2,1
tiresome,0,0,1,0
title,1,0,0,0
tnt,2,1,0,0
to#1,0,0,0,0
to#2,0,0,0,0
to#3,0,0,0,0
to#4,0,0,0,0
to#5,0,0,0,0
to#6,0,0,0,0
to#7,0,0,0,0
to#8,0,0,0,0
to#9,0,0,0,0
to#_10,0,0,0,0
to#_11,0,0,0,0
to#_12,0,0,0,0
to#_13,0,0,0,0
to#_14,0,0,0,0
to#_15,0,0,0,0
to#_16,0,0,0,0
to#_17,0,0,0,0
to#_18,0,0,0,0
to#_19,0,0,0,0
to#_20,0,0,0,0
to#_21,0,0,0,0
to#_22,0,0,0,0
to#_23,0,0,0,0
toast#1,0,0,0,0
toast#2,0,0,0,0
tobacco,0,0,0,0
today,0,0,0,0
toe,0,0,0,0
together,1,1,0,0
togetherness,0,0,0,0
togo,0,0,0,0
toil,0,0,1,0
toilet,0,0,0,0
told#1,0,0,0,0
told#2,0,0,0,0
tolerable,0,0,1,1
tolerance,0,0,0,0
tolerant,0,0,0,0
tolerate,0,0,0,0
toleration,0,0,0,0
toll,0,0,0,0
tomorrow,0,0,0,0
ton,0,0,0,0
tone,0,0,0,0
tongue,0,0,0,0
tonight,0,0,0,0
too#1,0,0,0,0
too#2,0,0,0,0
too#3,0,0,1,0
took#1,0,0,0,0
tooth,0,0,0,0
top#1,0,0,0,0
top#2,0,0,0,0
topic,0,0,0,0
topmost,0,0,0,0
topple,0,0,1,0
tore#1,0,0,0,0
torment,0,1,1,0
torn#1,0,0,0,0
torrent,0,0,1,0
torturous,0,0,1,1
tory,1,0,0,0
toss,0,0,0,0
total#1,0,0,0,0
total#2,0,0,0,0
total#3,0,1,0,0
total#4,0,0,0,0
totalitarian,1,0,0,0
totalitarianism,1,0,0,0
totem,0,0,0,0
touch#1,0,0,0,0
touch#10,0,0,0,0
touch#11,0,0,0,0
touch#12,0,0,0,0
touch#2,0,0,0,0
touch#3,0,0,0,0
touch#4,0,0,0,0
touch#5,0,0,0,0
touch#6,0,0,0,0
touch#7,0,0,0,0
touch#8,0,0,0,0
touch#9,0,0,0,0
touch#_10,0,0,0,0
touch#_11,0,0,0,0
touch#_12,0,0,0,0
touchy,0,0,1,1
tough,0,2,0,0
tour#1,0,0,0,0
tour#2,0,0,0,0
tourist,0,0,0,0
toward#1,0,0,0,0
toward#2,0,0,0,0
tower,0,0,0,0
towering,0,0,0,0
town,0,0,0,0
township,0,0,0,0
trace#1,0,0,0,0
trace#2,0,0,0,0
track#1,0,0,0,0
track#2,0,0,0,0
tractor,0,0,0,0
trade#1,0,0,0,0
trade#2,0,0,0,0
trader,0,0,0,0
tradition,0,1,0,0
traditional,0,1,0,0
traditionalist,0,0,0,0
traffic,0,0,0,0
tragedy,0,0,1,1
tragic,0,0,1,0
trail#1,0,0,0,0
trail#2,0,0,0,0
train#1,0,0,0,0
train#2,0,0,0,0
train#3,0,0,0,0
train#4,0,0,0,0
train#5,0,0,0,0
trait,0,0,0,0
traitor,0,1,1,1
tramp,0,0,1,0
trample,0,1,1,0
tranquil,0,0,0,0
tranquility,0,0,0,0
tranquillity,2,0,0,0
transaction,0,0,0,0
transcendant,0,0,0,0
transfer#1,1,0,0,0
transfer#2,1,0,0,0
transference,0,0,0,0
transform,1,1,0,0
transformation,0,1,0,0
transgress,0,0,1,0
transit,0,0,0,0
transition,0,0,0,0
translate,0,0,0,0
transmit,0,0,0,0
transom,0,0,0,0
transport#1,0,0,0,0
transport#2,0,0,0,0
transportation,0,0,0,0
trap#1,0,1,1,0
trap#2,2,2,1,0
trauma,0,0,1,0
traumatic,0,0,1,1
travel#1,0,0,0,0
travel#2,0,0,0,0
travel#3,0,0,0,0
travel#4,0,0,0,0
traveler,0,0,0,0
traveller#1,0,0,0,0
traverse,0,0,0,0
tray,0,0,0,0
treacherous,0,1,1,0
treachery,0,1,1,0
treason,0,1,1,0
treasonous,0,1,1,0
treasure#1,0,0,0,0
treasure#2,0,0,0,0
treasurer,1,0,0,0
treasury,0,0,0,0
treat#1,0,0,0,0
treat#2,0,0,0,0
treatise,0,0,0,0
treatment,0,0,0,0
treaty,1,0,0,0
tree,0,0,0,0
tremble,0,0,1,0
tremendous#1,0,1,0,0
tremendous#2,0,1,0,0
trend,0,0,0,0
trespass,0,0,1,0
trial,0,0,0,0
tribal,0,0,0,0
tribe,0,0,0,0
tribunal,1,0,0,0
tribute,0,0,0,0
trick#1,0,1,1,0
trick#2,0,1,1,0
trifle,0,0,0,0
trigger,0,1,0,0
trillion,0,0,0,0
trim,0,0,0,0
trinidad,0,0,0,0
trip#1,0,0,0,0
trip#2,0,0,0,0
triumph#1,1,1,0,0
triumph#2,1,1,0,0
triumphal,1,1,0,0
triumphant,1,1,0,0
trivial,0,0,1,0
troop,1,1,0,0
trophy,1,0,0,0
tropical,0,0,0,0
trot#1,0,0,0,0
trot#2,0,0,0,0
trouble#1,0,0,2,0
trouble#2,0,0,1,1
trouble#3,0,0,2,1
trouble#4,0,0,2,1
troublesome,0,0,2,0
trout,0,0,0,0
truant,0,0,1,1
truck,0,0,0,0
trudge,0,0,1,0
true#1,0,0,0,0
true#2,0,0,0,0
true#3,0,0,0,0
true#4,0,0,0,0
true#5,0,0,0,0
trumpet,0,0,0,0
trunk,0,0,0,0
trust#1,0,0,0,0
trust#2,0,0,0,0
trust#3,0,1,0,0
trust#4,0,0,0,0
trust#5,0,0,0,0
trust#6,0,0,0,0
trust#7,0,0,0,0
trust#8,1,1,0,0
trustworthiness,0,0,0,0
trustworthy,0,1,0,0
truth,0,0,0,0
truthful,0,0,0,0
try#1,0,0,0,0
try#2,2,1,0,0
try#3,0,0,0,0
try#4,0,0,1,0
try#5,0,0,1,0
try#6,0,0,0,0
tube,0,0,0,0
tuesday,0,0,0,0
tumble#1,0,0,0,0
tumble#2,0,0,0,0
tune,0,0,0,0
tunisia,0,0,0,0
tunnel,0,0,0,0
turbulent,0,1,1,0
turkey,0,0,0,0
turkish,0,0,0,0
turmoil,0,0,1,0
turn#1,0,0,0,0
turn#2,0,0,0,0
turn#3,0,0,0,0
turn#4,0,0,0,0
turn#5,0,1,2,0
turn#6,0,0,0,0
turn#7,0,0,0,0
turn#8,0,1,1,0
turquoise,0,0,0,0
turtle,0,0,0,0
tutelage,0,0,0,0
twelfth#1,0,0,0,0
twelve,0,0,0,0
twentieth#1,0,0,0,0
twentieth-century,0,0,0,0
twenty,0,0,0,0
twice#1,0,0,0,0
twice#2,0,0,0,0
twilight,0,0,0,0
twin,0,0,0,0
twist#1,0,0,0,0
twist#2,0,0,0,0
twitch,0,0,1,0
two,0,0,0,0
tying#1,0,0,0,0
type#1,0,0,0,0
type#2,0,0,0,0
type#3,0,0,0,0
type#4,0,0,0,0
typewriter,0,0,0,0
typical,0,0,0,0
typography,0,0,0,0
tyrannical,1,0,0,0
tyranny,2,1,1,0
uganda,0,0,0,0
ugh,0,0,0,0
ugly,0,0,2,0
ultimate#1,0,1,0,0
ultimate#2,0,1,0,0
ultimatum,0,1,1,0
unabated,0,0,0,0
unable,0,0,0,0
unaccustomed,0,0,1,0
unaltered,0,0,0,0
unanimity,1,0,0,0
unanimous,1,1,0,0
unarm,0,0,1,0
unassured,0,0,0,1
unattractive,0,0,1,0
unauthentic,0,0,1,0
unavoidable,0,0,1,0
unaware,0,0,0,0
unbearable,0,0,1,1
unbelievable,0,0,1,0
unbind,0,0,0,0
unbound,0,0,0,0
unbroken,0,0,0,0
unceasing,0,0,0,0
uncertain,0,0,0,0
uncertainty,0,0,0,0
unchanged,0,0,0,0
unchecked,0,1,0,0
uncivil,0,0,1,1
uncle,0,0,0,0
unclean,0,0,1,0
unclear,0,0,1,0
uncomfortable,0,0,1,1
uncommon,0,0,0,0
unconditional,0,0,0,0
unconquerable,1,0,0,0
unconscious,0,0,0,0
uncontested,0,1,0,0
uncouth,0,0,1,0
undaunted,1,1,0,0
undecided,0,0,0,0
undefined,0,0,0,0
undeniable,0,1,0,0
undependability,0,0,1,0
undependable,0,0,1,0
under#1,2,0,0,0
under#2,0,0,0,0
under#3,0,0,0,0
underdeveloped,0,0,0,0
undergo,0,0,0,0
undergone,0,0,0,0
undergraduate,0,0,0,0
underground,0,0,0,0
undermine,1,2,1,0
understand#1,0,0,0,0
understand#2,0,0,0,0
understandable,0,0,0,0
understood,0,0,0,0
undertake#1,0,1,0,0
undertake#2,0,1,0,0
undertaken,0,1,0,0
undertaker,0,0,0,0
undertook,0,1,0,0
underway,0,0,0,0
underwent,0,0,0,0
underworld,0,0,1,0
undesirable,0,0,1,0
undetermined,0,0,0,0
undid,0,1,1,0
undignified,0,0,1,0
undisputed,1,1,0,0
undisturbed,0,0,0,0
undivided,0,0,0,0
undo,0,1,1,0
undone,0,1,1,0
undoubtably,0,0,0,0
undoubted,0,1,0,0
undoubtedly,0,1,0,0
undue,0,0,1,0
uneasiness,0,0,1,1
uneasy,0,0,1,1
uneconomical,0,0,1,0
unemployed,0,0,1,0
unemployment,0,0,0,0
unequal,1,0,1,0
unequivocal,0,1,0,0
unesco,0,0,0,0
uneven,0,0,1,0
unexpected,0,0,0,0
unexpectedly,0,0,1,0
unfailing,0,1,0,0
unfair,0,1,1,0
unfaithful,0,0,1,1
unfamiliar,0,0,1,0
unfavorable,0,0,2,0
unfavourable#1,0,0,0,0
unfeeling,0,0,1,0
unfettered,1,0,0,0
unfinished,0,0,0,0
unfit,0,0,2,0
unforeseen,0,0,1,1
unforgettable,0,0,0,0
unfortunate#1,0,0,1,0
unfortunate#2,0,0,1,0
unfortunate#3,0,0,1,0
unfriendly,0,0,1,0
ungrateful,0,0,1,0
unguarded,0,0,1,0
unhappily,0,0,0,0
unhappiness,0,0,1,1
unhappy,0,0,1,1
unhealthy,0,0,1,0
unhurried,0,0,0,0
unicef,0,0,0,0
unification,1,1,0,0
uniform,0,0,0,0
unify,1,1,0,0
unimpaired,0,0,0,0
unimpeachable,0,0,0,0
unimportant,0,0,1,0
uninformed,0,0,1,0
uninterrupted,0,0,0,0
union#1,1,0,0,0
union#2,2,1,0,0
union#3,0,0,0,0
unique,0,0,0,0
unison,1,1,0,0
unit,0,0,0,0
unite#1,0,0,0,0
unite#2,0,0,0,0
unite#3,0,0,0,0
unite#4,0,0,0,0
unite#5,0,1,0,0
united-nations,0,0,0,0
united-states,0,0,0,0
unity,1,1,0,0
universal,0,1,0,0
universe,0,0,0,0
university,0,0,0,0
unjust,0,1,1,0
unjustified,0,1,1,0
unkind,0,0,1,0
unknown,0,0,0,0
unlawful,0,0,1,1
unleash,2,2,0,0
unless,0,0,0,0
unlike,0,0,0,0
unlikelihood,0,0,0,0
unlikely,0,0,0,0
unlimited,0,1,0,0
unlucky,0,0,2,0
unmistakable,0,1,0,0
unmitigated,0,1,0,0
unmoved,0,0,1,0
unnatural,0,0,2,0
unnecessary,0,0,1,0
unnerve,0,0,1,1
unnoticed,0,0,1,1
unobserved,0,0,1,1
unparalleled,0,0,0,0
unpleasant,0,0,2,0
unpopular,0,0,1,0
unprecedented,0,0,0,0
unpredictable,0,0,0,0
unprepared,0,0,0,0
unprofitable,0,0,1,1
unprovoked,2,0,0,0
unqualified,0,0,1,0
unquestionable,0,1,0,0
unquestioned,0,1,0,0
unreal,0,0,0,0
unrealistic,0,0,0,0
unreasonable,0,0,1,1
unreliability,0,0,1,0
unreliable,0,0,1,0
unremitting,0,0,0,0
unrest,0,0,1,0
unrestricted,1,0,0,0
unruly,0,1,1,0
unsafe,0,1,1,0
unsatisfactory,0,0,2,0
unscrupulous,0,0,1,0
unseen,0,0,1,1
unselfish,0,0,0,0
unsettling,0,0,1,1
unshaken,0,0,0,0
unsolve,0,0,0,0
unsound,0,0,2,0
unsoundness,0,0,0,0
unspeakable,0,0,2,1
unspecified,0,0,0,0
unstable,0,0,1,0
unsteadiness,0,0,1,0
unsteady,0,0,1,0
unsuccessful,0,0,1,1
unsuitable,0,0,1,0
unsure,0,0,0,0
unsureness,0,0,0,0
unsurpassable,0,0,0,0
until#1,0,0,0,0
until#2,0,0,0,0
untimely,0,0,1,1
untiring,0,0,0,0
unto,0,0,0,0
untold,0,1,0,0
untouched,0,0,0,0
untrained,0,0,1,1
untrue,0,0,1,0
untrustworthy,0,0,1,0
untruth,0,1,1,0
unusual,0,0,0,0
unwaverimg,0,0,0,0
unwavering,1,1,0,0
unwilling,1,1,1,1
unwillingness,1,2,1,1
unwise,0,0,1,0
unworthy,0,0,1,0
up,0,0,0,0
upbeat,0,0,0,0
upfront,0,0,0,0
upgrade,0,0,0,0
upheaval,0,0,1,0
upheld,1,0,0,0
uphold,1,0,0,0
uplift,0,0,0,0
upon,0,0,0,0
upper,0,0,0,0
uppermost,0,1,0,0
upright,0,1,0,0
uprising,0,1,1,0
uproar,0,0,1,0
uproot,0,0,1,0
upset#1,0,0,2,1
upset#2,0,1,1,0
upset#3,0,1,2,1
upset#4,0,1,1,1
upset#5,0,2,1,0
upside,0,0,0,0
upstairs,0,0,0,0
upturn,0,0,0,0
upward,0,0,0,0
uraguay,0,0,0,0
uranium,0,0,0,0
urban,1,0,0,0
urbanization,0,0,0,0
urge#1,0,1,0,0
urge#2,1,1,0,0
urgency,0,0,0,0
urgent,0,1,0,0
us,0,0,0,0
usa,0,0,0,0
usable,0,0,0,0
use#1,0,0,0,0
use#2,0,0,0,0
use#3,0,0,0,0
use#4,0,0,0,0
use#5,0,0,0,0
use#6,0,0,0,0
use#7,0,0,0,0
useful,0,0,0,0
usefulness,0,0,0,0
useless,0,0,2,0
user,0,0,0,0
ussr,0,0,0,0
usual#1,0,0,0,0
usual#2,0,0,0,0
usual#3,0,0,0,0
usual#4,0,0,0,0
usurp,2,1,1,0
utah,0,0,0,0
utilitarian,0,0,0,0
utility,0,1,0,0
utilization,0,0,0,0
utilize,0,0,0,0
utmost,0,0,0,0
utopia,0,0,0,0
utopian,0,0,0,0
utter,0,0,0,0
utterance,0,0,1,0
utterly,0,0,0,0
uttermost,0,0,0,0
vacation#1,0,0,0,0
vacation#2,0,0,0,0
vacationer,0,0,0,0
vacillate,0,0,0,0
vacuum#1,0,0,0,0
vacuum#2,0,0,0,0
vagabond,0,0,1,0
vagrant,0,0,1,0
vague,0,0,1,0
vagueness,0,0,1,0
vain,0,0,1,0
vale,0,0,0,0
valiant,0,0,0,0
valid,0,0,0,0
validity,0,0,0,0
valley,0,0,0,0
valor,0,0,0,0
valuable,0,0,0,0
valuation,0,0,0,0
value#1,0,0,0,0
value#2,0,0,0,0
value#3,0,0,0,0
van,0,0,0,0
vanish,0,0,1,0
vanity,0,0,1,0
vanquish,1,0,0,0
vantage,0,1,0,0
variable,0,0,0,0
variation,0,0,0,0
variety,0,0,0,0
various,0,0,0,0
vary#1,0,0,0,0
vary#2,0,0,0,0
vast,0,1,0,0
vastness,0,0,0,0
vector,0,0,0,0
vegetable,0,0,0,0
vehement,0,1,1,0
vehicle,0,0,0,0
veil,0,0,0,0
vein,0,0,0,0
velocity,0,0,0,0
venerable,0,0,0,0
venerate,0,0,0,0
venezuela,0,0,0,0
vengeance,0,2,1,0
venom,0,1,1,0
venomous,0,1,1,0
ventricle,0,0,0,0
venture#1,0,0,0,0
venture#2,0,0,0,0
veranda,0,0,0,0
verb,0,0,0,0
verbal,0,0,0,0
verdict,0,0,0,0
verification,0,0,0,0
verify,0,0,0,0
veritable,0,0,0,0
vermont,0,0,0,0
versatile,0,0,0,0
versatility,0,0,0,0
verse,0,0,0,0
version,0,0,0,0
versus,0,0,0,0
